"Time","Press","Flow","OAI","CAI","HI","SI","FL","RERA","CSR","LVT","VT","MV","IE","RR","SPOP2","PR","End"
2025-2-15 1:59:13,56,86,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 2:0:13,56,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:1:13,56,84,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 2:2:13,56,83,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:3:13,55,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:4:13,55,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:5:13,54,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:6:13,54,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:7:13,53,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:8:13,53,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:9:13,52,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:10:13,52,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:11:13,51,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:12:13,51,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:13:13,50,59,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:14:13,50,82,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:15:13,50,58,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:16:13,49,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:17:13,49,74,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:18:13,49,89,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:19:13,48,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:20:13,48,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:21:13,47,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:22:13,47,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:23:13,47,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:24:13,47,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:25:13,46,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:26:13,46,59,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:27:13,46,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:28:13,45,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:29:13,45,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:30:13,45,72,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:31:13,44,89,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:32:13,44,76,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:33:13,44,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:34:13,44,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:35:13,43,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:36:13,43,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:37:13,43,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:38:13,43,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:39:13,43,56,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:40:13,42,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:41:13,42,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:42:13,42,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:43:13,42,70,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:44:13,42,89,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:45:13,41,76,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:46:13,41,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:47:13,41,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:48:13,41,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:49:13,41,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:50:13,40,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:51:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:52:13,40,52,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:53:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:54:13,40,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:55:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:56:13,40,71,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:57:13,40,90,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:58:13,40,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:59:13,40,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:0:13,40,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:1:13,40,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:2:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:3:13,40,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:4:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:5:13,40,52,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:6:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:7:13,40,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:8:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:9:13,40,69,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:10:13,40,92,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:11:13,40,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:12:13,40,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:13:13,40,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:14:13,40,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:15:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:16:13,40,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:17:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:18:13,40,53,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:19:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:20:13,40,61,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:21:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:22:13,40,72,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:23:13,40,92,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:24:13,40,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:25:13,40,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:26:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:27:13,40,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:28:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:29:13,40,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:30:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:31:13,40,53,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:32:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:33:13,40,61,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:34:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:35:13,40,71,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:36:13,40,93,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:37:13,40,76,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:38:13,40,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:39:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:40:13,40,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:41:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:42:13,40,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:43:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:44:13,40,53,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:45:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:46:13,40,63,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:47:13,40,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:48:13,40,73,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:49:13,40,94,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:50:13,40,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:51:13,40,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:52:13,40,71,0,0,0,0,4,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:53:13,57,102,0,0,0,0,12,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:54:13,75,84,0,0,0,0,9,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:55:13,74,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:56:13,73,84,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:57:13,72,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:58:13,71,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:59:13,70,74,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:0:13,69,85,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:1:13,68,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:2:13,67,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:3:13,67,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:4:13,66,104,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:5:13,65,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:6:13,64,106,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:7:13,64,82,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:8:13,63,96,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:9:13,62,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:10:13,61,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:11:13,61,82,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:12:13,60,67,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:13:13,59,84,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:14:13,59,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:15:13,58,98,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:16:13,58,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:17:13,57,104,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:18:13,56,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:19:13,56,106,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:20:13,55,82,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:21:13,55,91,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:22:13,54,82,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:23:13,54,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:24:13,53,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:25:13,53,66,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:26:13,52,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:27:13,52,76,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:28:13,51,97,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:29:13,51,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:30:13,51,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:31:13,50,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:32:13,50,105,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:33:13,49,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:34:13,49,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:35:13,49,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:36:13,48,58,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:37:13,48,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:38:13,48,71,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:39:13,47,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:40:13,47,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:41:13,47,97,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:42:13,46,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:43:13,46,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:44:13,46,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:45:13,45,104,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:46:13,45,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:47:13,45,85,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:48:13,45,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:49:13,44,58,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:50:13,44,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:51:13,44,74,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:52:13,44,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:53:13,43,73,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:54:13,43,97,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:55:13,43,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:56:13,43,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:57:13,42,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:58:13,42,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 4:59:13,42,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:0:13,42,72,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:1:13,42,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:2:13,41,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:3:13,41,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:4:13,41,68,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:5:13,41,84,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:6:13,41,72,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:7:13,40,97,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:8:13,40,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:9:13,40,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:10:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:11:13,40,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:12:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:13:13,40,73,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:14:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:15:13,40,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:16:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:17:13,40,71,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:18:13,40,85,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:19:13,40,74,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:20:13,40,97,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:21:13,40,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:22:13,40,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:23:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:24:13,40,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:25:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:26:13,40,60,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:27:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:28:13,40,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:29:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:30:13,40,69,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:31:13,40,86,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:32:13,47,58,0,0,0,0,8,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:33:13,69,96,0,0,0,0,12,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:34:13,85,84,0,0,0,0,5,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:35:13,84,107,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:36:13,83,85,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:37:13,81,108,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:38:13,80,85,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:39:13,79,60,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:40:13,78,85,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:41:13,77,61,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:42:13,76,84,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:43:13,75,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:44:13,74,93,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:45:13,73,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:46:13,72,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:47:13,71,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:48:13,70,106,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:49:13,69,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:50:13,68,106,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:51:13,67,84,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:52:13,67,60,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:53:13,66,84,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:54:13,65,60,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:55:13,64,82,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:56:13,64,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:57:13,63,91,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:58:13,62,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 5:59:13,61,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 6:0:13,61,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 6:1:13,60,105,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
